no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,5,3,0,0,157,2018,8,24,4,0,0.0,0.0,81.10677314201688,0,0
2,0,1,4,0,0,1,79,2018,5,4,3,0,0.0,0.0,95.98341976071401,0,0
2,0,0,2,0,0,2,16,2018,3,3,4,0,0.0,0.0,130.27914409619947,0,0
2,0,1,0,0,0,1,205,2018,8,19,4,0,0.0,0.0,113.24841491172452,2,0
2,0,2,2,0,0,0,25,2018,4,14,4,0,0.0,0.0,150.56882779039788,0,0
2,2,0,2,0,0,5,34,2018,8,13,4,0,0.0,0.0,215.11984215554224,0,0
1,0,1,2,0,0,0,42,2018,3,30,4,0,0.0,0.0,116.25209472209215,0,0
2,0,1,1,2,0,0,28,2018,5,21,4,0,0.0,0.0,114.574942188279,0,0
2,0,0,2,0,0,3,24,2018,4,28,4,0,0.0,0.0,144.9087291250358,0,0
2,0,0,3,1,0,0,176,2018,8,9,4,0,0.0,0.0,87.8651570439564,0,0
2,0,1,2,0,0,0,194,2018,8,8,4,0,0.0,0.0,115.11255213983786,0,0
1,0,0,1,0,0,3,45,2018,5,4,4,0,0.0,0.0,131.4,0,0
2,1,0,3,0,0,0,86,2018,12,8,4,0,0.0,0.0,122.0,0,0
2,0,2,1,3,0,0,16,2018,5,12,4,0,0.0,0.0,64.10853926902548,0,0
1,0,0,3,3,0,0,133,2018,5,16,4,0,0.0,0.0,92.80476938996603,0,0
2,1,2,2,0,0,4,32,2018,4,27,4,0,0.0,0.0,195.8679741034861,0,0
2,0,0,2,0,0,3,85,2018,4,26,4,0,0.0,0.0,141.48288746970377,0,0
2,0,1,2,1,0,0,159,2018,7,26,4,0,0.0,0.0,95.22883946568572,0,0
1,0,1,1,0,0,2,6,2018,7,11,4,0,0.0,0.0,128.38536173856593,0,0
2,0,1,1,3,0,0,38,2018,2,12,4,0,0.0,0.0,67.63809422766491,0,0
2,0,0,3,3,0,0,145,2018,7,8,4,0,0.0,0.0,97.62786688501066,0,0
2,0,0,2,0,0,0,337,2018,10,8,3,0,0.0,0.0,82.660796297123,0,0
1,0,1,1,0,0,0,196,2018,8,9,4,0,0.0,0.0,88.61477095771608,0,0
1,0,1,0,0,0,1,197,2018,7,17,4,0,0.0,0.0,86.66121705899357,0,0
1,0,0,1,1,0,0,9,2018,9,15,4,0,0.0,0.0,141.83779067475191,1,0
1,0,0,2,0,0,1,64,2018,5,9,4,0,0.0,0.0,130.2675791304218,0,0
2,0,0,2,0,0,0,80,2018,11,19,4,0,0.0,0.0,93.6,0,0
2,0,2,2,0,0,3,44,2018,3,27,3,0,0.0,0.0,135.30217542340336,0,0
2,2,0,3,0,0,5,39,2018,4,18,4,0,0.0,0.0,195.2608340677374,0,0
2,0,2,1,0,0,0,196,2018,9,8,4,0,0.0,0.0,108.51316479728696,0,0
2,0,0,3,0,0,3,127,2018,10,11,4,0,0.0,0.0,132.3,1,0
2,0,0,3,0,0,2,157,2018,5,4,4,0,0.0,0.0,127.51576689628298,0,0
2,0,0,3,0,0,3,153,2018,7,6,4,0,0.0,0.0,120.7,1,0
2,1,0,1,0,0,4,0,2017,7,19,4,0,0.0,0.0,205.59587430404702,0,0
2,0,0,1,0,0,1,282,2018,10,16,4,0,0.0,0.0,91.08891002366586,0,0
1,0,1,1,0,0,3,60,2018,4,28,4,0,0.0,0.0,140.4,0,0
2,0,1,4,0,0,3,49,2018,8,21,4,0,0.0,0.0,208.49437667077,0,0
2,0,0,3,0,0,0,108,2018,3,30,4,0,0.0,0.0,87.09065605140418,1,0
2,0,2,3,0,0,3,18,2018,5,29,4,0,0.0,0.0,130.1541368085341,0,0
2,0,0,2,0,0,0,141,2018,6,2,3,0,0.0,0.0,77.42371637000232,0,0
2,0,1,4,0,0,2,33,2017,9,6,3,0,0.0,0.0,69.60268697813771,0,0
1,0,1,0,0,0,0,44,2018,3,7,3,0,0.0,0.0,65.33401960335156,0,0
2,0,0,2,0,0,0,101,2017,10,15,4,0,0.0,0.0,101.34380132243773,0,0
1,0,0,3,0,0,2,23,2018,6,2,4,0,0.0,0.0,140.62250207972764,0,0
1,0,0,2,0,0,0,175,2018,8,10,3,0,0.0,0.0,121.24170859886136,1,0
2,0,2,3,0,0,0,221,2018,8,28,4,0,0.0,0.0,99.42027747031118,1,0
1,0,0,1,3,0,0,60,2018,6,1,4,0,0.0,0.0,115.09745063511065,0,0
2,0,1,3,0,0,0,254,2018,9,23,4,0,0.0,0.0,94.52609099511047,1,0
2,0,0,2,2,0,0,50,2018,10,4,4,0,0.0,0.0,108.0,1,0
2,0,2,1,0,0,0,110,2017,6,25,4,0,0.0,0.0,94.98405760239571,0,0
2,0,1,0,0,0,0,38,2018,8,15,4,0,0.0,0.0,135.9,0,0
2,0,1,1,1,0,0,96,2017,7,11,4,0,0.0,0.0,94.5,0,0
1,0,2,1,0,0,0,17,2017,8,11,4,0,0.0,0.0,116.40022229436347,0,0
1,0,0,1,0,0,2,46,2018,4,1,4,0,0.0,0.0,105.0260209574837,0,0
2,0,0,1,0,0,0,31,2018,3,23,4,0,0.0,0.0,126.9,0,0
2,0,1,1,0,0,0,29,2017,10,8,3,0,0.0,0.0,69.27356669387926,0,0
2,0,2,1,0,0,3,78,2018,6,9,4,0,0.0,0.0,146.69480640483633,0,0
1,0,0,2,0,0,0,120,2018,4,15,4,0,0.0,0.0,87.53300431765476,0,0
2,0,1,2,3,0,0,54,2018,11,22,4,0,0.0,0.0,79.2,1,0
2,0,1,0,0,0,0,257,2018,10,15,4,0,0.0,0.0,110.18231243111127,0,0
2,0,2,1,0,0,2,38,2018,10,4,4,0,0.0,0.0,125.74306612033145,0,0
1,0,0,3,0,0,3,22,2018,6,6,4,0,0.0,0.0,149.33,0,0
2,0,2,3,0,0,3,116,2018,4,28,4,0,0.0,0.0,104.31275923619428,0,0
2,0,2,3,0,0,0,84,2018,3,18,4,0,0.0,0.0,76.9013357845275,0,0
1,0,1,0,0,0,0,44,2018,3,7,2,0,3.661683917915882e-05,8.502166763606117e-05,65.39997886922708,0,0
2,0,0,2,0,0,0,45,2018,9,5,4,0,0.0,0.0,145.2225788061151,0,0
2,0,0,1,0,0,2,52,2018,7,9,4,0,0.0,0.0,147.97792663542361,0,0
2,0,0,1,2,0,0,30,2018,5,21,4,0,0.0,0.0,116.27283294613929,0,0
2,2,0,3,0,0,5,209,2018,8,2,4,0,0.0,0.0,167.95547515335758,0,0
2,0,0,2,3,0,0,79,2018,4,11,4,0,0.0,0.0,85.5,0,0
2,0,1,3,0,0,0,68,2017,9,4,4,0,0.0,0.0,97.47646283291016,1,0
2,0,0,3,0,0,0,176,2018,9,8,3,0,0.0,0.0,125.1,0,0
2,0,2,3,0,0,0,283,2018,10,16,4,0,0.0,0.0,82.03735960640218,0,0
2,0,0,2,0,0,0,130,2018,4,6,4,0,0.0,0.0,106.55592264916162,0,0
2,0,0,4,0,0,1,232,2018,8,17,4,0,0.0,0.0,81.81040083310359,1,0
2,0,1,0,3,0,0,1,2018,2,22,4,0,0.0,0.0,86.28581063432736,0,0
2,0,2,0,0,0,0,276,2018,5,16,4,0,0.0,0.0,106.54810350202114,0,0
2,0,0,1,2,0,0,0,2017,7,7,4,0,0.0,0.0,148.98205779365716,0,0
1,0,1,4,0,0,0,232,2018,11,27,4,0,0.0,0.0,71.51563522197948,0,0
2,0,0,1,1,0,0,98,2018,5,12,4,0,0.0,0.0,95.22127158064114,0,0
2,1,1,3,0,0,4,46,2018,9,16,4,0,0.0,0.0,189.72509723128408,0,0
1,0,1,1,0,0,2,26,2018,11,13,4,0,0.0,0.0,96.83956159922427,1,0
2,0,1,0,0,0,0,87,2018,6,26,4,0,0.0,0.0,96.3,0,0
1,0,0,1,1,0,0,81,2018,6,23,4,0,0.0,0.0,88.20604638445688,0,0
2,0,0,3,3,0,0,63,2018,4,21,4,0,0.0,0.0,92.80954318348137,0,0
2,0,1,3,2,0,0,170,2018,8,4,4,0,0.0,0.0,92.53283102302268,0,0
3,0,0,2,0,0,1,62,2018,5,7,4,0,0.0,0.0,159.3,0,0
1,0,0,0,0,0,0,5,2018,5,14,2,0,0.0,0.0,95.1821645117571,0,0
2,0,0,4,0,0,0,145,2018,8,22,4,0,0.0,0.0,99.69116920878194,0,0
1,0,1,1,0,0,0,105,2018,9,29,4,0,0.0,0.0,85.16899056290812,0,0
2,0,2,3,0,0,1,156,2018,6,23,4,0,0.0,0.0,114.56893325720638,0,0
1,0,0,1,0,0,0,0,2018,2,10,4,0,0.0,0.0,85.00070377065164,0,0
1,0,4,9,3,0,0,32,2018,12,4,4,0,0.0,0.0,84.70548924295582,1,0
2,0,0,4,0,0,0,47,2018,3,1,4,0,0.0,0.0,77.2423696105979,0,0
2,0,0,2,0,0,2,122,2018,3,29,4,0,0.0,0.0,110.52357500079341,0,0
2,0,2,5,0,0,0,244,2018,8,21,4,0,0.0,0.0,107.3767105082269,0,0
1,0,5,15,0,0,3,2,2018,10,18,2,0,0.0,0.0,169.74500054665603,0,0
2,0,0,2,0,0,3,17,2018,8,15,4,0,0.0,0.0,174.27909112422267,0,0
2,0,1,3,1,0,0,38,2018,7,6,4,0,0.0,0.0,148.98996912911122,0,0
1,0,1,1,0,0,1,62,2018,5,23,4,0,0.0,0.0,120.23671852563871,0,0
2,0,2,0,0,0,0,48,2018,5,28,4,0,0.0,0.0,121.97947975457404,0,0
2,0,1,1,0,0,3,20,2018,4,9,4,0,0.0,0.0,138.59781233821533,0,0
1,0,1,2,0,0,0,26,2018,8,4,4,0,0.0,0.0,127.55227291411147,0,0
1,0,1,1,0,0,0,162,2018,10,14,3,0,0.0,0.0,115.0,0,0
2,0,0,3,0,0,0,186,2018,10,24,4,0,0.0,0.0,64.8375345305028,0,0
2,0,0,1,0,0,1,10,2018,3,7,4,0,0.0,0.0,130.23210221147406,0,0
2,0,1,3,2,0,0,98,2018,7,24,4,0,0.0,0.0,95.38955910841561,0,0
2,0,1,1,1,0,0,103,2018,5,23,3,0,0.0,0.0,76.9140056481373,0,0
2,0,2,1,0,0,0,149,2017,8,29,4,0,0.0,0.0,80.67032094827033,0,0
2,0,1,1,3,0,0,45,2018,4,3,4,0,0.0,0.0,107.1,0,0
2,0,0,3,0,0,0,51,2018,5,29,4,0,0.0,0.0,117.08262613192043,0,0
2,0,0,2,0,0,0,23,2018,7,24,4,0,0.0,0.0,86.50274406290383,0,0
2,0,1,3,0,0,0,207,2018,9,5,4,0,0.0,0.0,103.74957584535666,1,0
2,0,1,1,3,0,0,20,2018,9,17,4,0,0.0,0.0,129.09440439288116,1,0
2,0,0,2,0,0,0,49,2018,6,22,4,0,0.0,0.0,160.54444312337358,0,0
2,0,2,3,0,0,1,126,2018,7,3,4,0,0.0,0.0,129.04911210093098,0,0
2,0,0,1,0,0,0,89,2018,4,11,3,0,0.0,0.0,74.7364697035574,0,0
2,0,0,1,3,0,0,206,2018,9,13,4,0,0.0,0.0,116.1,0,0
2,0,0,1,0,0,2,64,2018,5,19,3,0,0.0,0.0,131.59962345610862,0,0
1,0,1,3,0,0,2,14,2018,4,6,4,0,0.0,0.0,134.55613984755618,0,0
2,0,0,3,0,0,0,54,2017,8,5,4,0,0.0,0.0,80.4670846331901,1,0
2,0,1,1,3,0,0,54,2018,9,10,4,0,0.0,0.0,126.21802460862655,0,0
1,0,0,0,3,0,0,2,2018,5,12,4,0,0.0,0.0,95.69448690169381,0,0
2,1,0,1,0,0,2,157,2018,8,28,4,0,0.0,0.0,144.4644935059129,2,0
2,2,0,1,0,0,5,216,2018,7,19,4,0,0.0,0.0,168.14240718227617,1,0
2,0,0,2,0,0,0,420,2018,9,22,4,0,0.0,0.0,74.00309590494686,0,0
2,0,1,4,2,0,0,92,2018,3,7,4,0,0.0,0.0,75.2931491305287,0,0
2,0,1,1,0,0,0,18,2018,8,18,4,0,0.0,0.0,110.34073171047439,0,0
3,0,1,1,0,0,3,34,2018,9,8,4,0,0.0,0.0,169.63042411659396,0,0
1,0,0,1,2,0,0,6,2018,4,11,4,0,0.0,0.0,128.50292851214581,0,0
1,0,2,2,0,0,0,115,2018,2,25,3,0,0.0,0.0,59.65207762724273,0,0
1,0,0,2,2,0,0,74,2018,6,17,4,0,0.0,0.0,115.48119920849366,0,0
2,0,0,2,0,0,0,63,2018,5,9,4,0,0.0,0.0,142.21650280546407,0,0
2,0,0,1,0,0,0,155,2018,6,18,3,0,0.0,0.0,85.57692132391254,0,0
1,0,0,4,0,0,0,104,2018,10,22,3,0,0.0,0.0,74.36890273970904,0,0
2,0,1,1,1,0,3,100,2018,6,16,4,0,0.0,0.0,219.9557237245525,1,0
2,0,1,1,2,0,0,19,2018,9,24,4,0,0.0,0.0,129.28535376757804,0,0
2,2,0,3,0,0,5,197,2018,7,25,4,0,0.0,0.0,164.05740234165918,0,0
2,0,0,2,0,0,1,156,2018,7,7,4,0,0.0,0.0,144.92494841787789,2,0
2,0,0,4,0,0,0,74,2018,3,30,4,0,0.0,0.0,82.45,0,0
2,1,1,5,0,0,4,298,2018,8,25,4,0,0.0,0.0,158.70437470966363,0,0
1,0,0,2,0,0,0,158,2018,9,27,4,0,0.0,0.0,93.44556286001699,1,0
2,1,1,1,0,0,0,248,2018,8,27,4,0,0.0,0.0,86.5855413958768,0,0
2,0,1,1,0,0,0,13,2018,4,7,4,0,0.0,0.0,111.0,0,0
2,0,2,0,0,0,0,146,2018,5,23,3,0,0.0,0.0,95.53225482567322,0,0
2,0,0,2,0,0,3,82,2018,8,14,4,0,0.0,0.0,149.5314152150329,0,0
2,0,1,1,0,0,3,32,2018,9,11,4,0,0.0,0.0,150.00727433309854,0,0
2,0,2,3,3,0,0,49,2018,3,5,4,0,0.0,0.0,64.91161992803589,0,0
2,2,1,3,0,0,5,28,2018,6,17,4,0,0.0,0.0,230.5466290429895,0,0
2,0,0,2,0,0,3,271,2018,9,28,4,0,0.0,0.0,110.95229133487196,1,0
2,0,1,3,0,0,1,18,2018,9,13,3,0,0.0,0.0,96.17590902413755,0,0
2,0,1,2,0,0,0,49,2018,4,19,4,0,0.0,0.0,108.5755761850507,0,0
1,0,1,2,0,0,0,84,2018,2,8,4,0,0.0,0.0,60.280973704536706,0,0
2,0,1,1,0,0,3,53,2018,8,10,4,0,0.0,0.0,149.13874469041673,0,0
1,1,0,3,0,0,3,98,2018,6,21,4,0,0.0,0.0,141.85036429473988,0,0
2,0,0,3,2,0,0,126,2018,8,8,4,0,0.0,0.0,118.8213447242752,0,0
2,2,1,1,0,0,5,27,2018,9,16,4,0,0.0,0.0,219.159578247268,0,0
2,0,0,1,3,0,0,46,2018,3,6,4,0,0.0,0.0,67.5,0,0
2,0,0,1,0,0,0,11,2018,5,2,4,0,0.0,0.0,111.21584487177063,0,0
2,0,1,2,0,0,0,303,2018,8,19,3,0,0.0,0.0,76.92782035239718,0,0
2,2,1,1,0,0,5,35,2018,6,11,4,0,0.0,0.0,210.1459204416728,0,0
2,0,0,2,0,0,0,204,2018,7,20,4,0,0.0,0.0,87.29390618478662,0,0
2,0,0,2,0,0,0,92,2018,8,26,4,0,0.0,0.0,90.91338496146959,0,0
2,0,1,1,0,0,0,112,2017,7,7,4,0,0.0,0.0,76.5,0,0
1,0,0,2,0,0,0,229,2018,10,6,4,0,0.0,0.0,103.38319042439596,0,0
1,0,1,2,0,0,0,4,2017,8,20,3,0,0.0,0.0,81.61643939097183,0,0
2,0,1,4,0,0,2,194,2017,8,24,4,0,0.0,0.0,147.62241795289933,0,0
2,0,1,0,0,0,0,155,2018,6,26,4,0,0.0,0.0,96.3,0,0
2,0,1,2,1,0,0,34,2018,8,29,4,0,0.0,0.0,110.32819704853621,1,0
1,0,3,8,0,0,1,99,2018,7,16,4,0,0.0,0.0,133.8919832928238,0,0
2,0,1,2,0,0,0,233,2018,8,11,4,0,0.0,0.0,89.07111877919405,0,0
2,0,1,3,3,0,0,57,2018,12,15,4,0,0.0,0.0,75.02569835974761,0,0
1,0,1,4,0,0,0,106,2018,11,6,2,0,0.0,0.0,79.5865262614226,0,0
2,1,0,1,0,0,0,62,2018,3,10,4,0,0.0,0.0,139.5533460019363,0,0
2,0,0,2,0,0,0,19,2018,2,11,4,0,0.0,0.0,91.49645797272844,0,0
1,0,0,2,0,0,0,47,2018,4,29,2,0,0.0,0.0,89.10748659619595,0,0
2,0,1,1,0,0,0,274,2018,10,1,4,0,0.0,0.0,105.836554772203,0,0
2,0,1,1,0,0,3,164,2018,7,18,4,0,0.0,0.0,141.72277812939765,1,0
2,1,1,4,0,0,0,177,2018,9,2,4,0,0.0,0.0,124.43167447336631,0,0
2,2,1,3,0,0,5,44,2018,8,17,4,0,0.0,0.0,209.20316892613107,0,0
2,0,0,2,3,0,0,50,2018,7,20,4,0,0.0,0.0,89.1,0,0
2,0,1,3,0,0,0,180,2018,7,30,4,0,0.0,0.0,121.15395111613591,1,0
2,0,0,2,0,0,0,36,2018,9,19,4,0,0.0,0.0,146.25635125021807,0,0
2,0,2,1,0,0,0,179,2018,8,3,4,0,0.0,0.0,127.69510351087617,1,0
2,0,1,1,0,0,0,276,2017,7,16,4,0,0.0,0.0,105.30453072005976,0,0
1,0,0,2,0,0,0,26,2018,11,16,2,0,0.0,0.0,77.362414819553,0,0
2,1,1,3,0,0,4,228,2018,11,28,4,0,0.0,0.0,133.5583440494346,0,0
1,0,1,1,0,0,0,38,2018,5,19,3,0,0.0,0.0,81.02118930062508,0,0
1,0,0,4,1,0,0,29,2018,11,18,4,0,0.0,0.0,74.8,0,0
2,0,0,2,0,0,0,112,2018,7,3,3,0,0.0,0.0,99.34372911042543,0,0
2,0,2,5,0,0,3,130,2018,8,27,4,0,0.0,0.0,140.35217986645145,0,0
2,0,1,2,1,0,0,57,2018,6,18,4,0,0.0,0.0,94.5,0,0
2,0,1,2,0,0,0,120,2018,5,8,4,0,0.0,0.0,99.45,0,0
2,0,0,2,0,0,0,205,2018,9,7,4,0,0.0,0.0,129.79806369564466,1,0
2,0,1,2,0,0,0,121,2018,6,26,4,0,0.0,0.0,98.24648727498793,0,0
3,0,0,3,0,0,3,56,2018,7,5,4,0,0.0,0.0,159.008159628435,0,0
1,0,0,2,3,0,0,23,2018,4,16,4,0,0.0,0.0,54.65130382209234,0,0
2,0,1,2,0,0,3,7,2018,9,6,4,0,0.0,0.0,173.903390778883,0,0
2,0,2,0,3,0,0,31,2018,5,21,4,0,0.0,0.0,98.1,0,0
1,0,1,4,0,0,1,22,2018,2,22,3,0,0.0,0.0,39.48790104426024,0,0
2,0,0,1,1,0,0,19,2018,2,6,4,0,0.0,0.0,90.14254971649704,0,0
2,0,0,3,0,0,0,107,2018,3,29,4,0,0.0,0.0,86.8806290777701,1,0
2,0,0,3,3,0,0,185,2018,8,16,4,0,0.0,0.0,89.03362851712953,0,0
2,0,0,3,0,0,0,104,2018,4,27,4,0,0.0,0.0,102.85109654070384,0,0
1,0,1,2,2,0,0,175,2018,6,16,4,0,0.0,0.0,64.9334141346197,0,0
2,0,0,1,3,0,0,43,2018,4,9,4,0,0.0,0.0,74.04056416022445,0,0
2,0,2,2,0,0,0,225,2018,10,29,4,0,0.0,0.0,70.36352216705178,0,0
2,0,0,1,0,0,0,23,2018,2,13,4,0,0.0,0.0,91.0,0,0
1,0,0,1,0,0,0,81,2018,5,23,4,0,0.0,0.0,90.41517348592156,0,0
2,0,0,2,3,0,0,68,2018,11,23,4,0,0.0,0.0,79.59708099199163,0,0
2,0,0,2,0,0,0,233,2018,9,13,3,0,0.0,0.0,89.04168976773053,0,0
2,0,1,2,0,0,3,141,2018,5,23,4,0,0.0,0.0,114.99955363838369,0,0
0,1,0,2,0,0,0,8,2017,5,18,4,0,0.0,0.0,119.5,0,0
2,0,0,2,0,0,3,156,2018,6,14,4,0,0.0,0.0,134.66315023276147,1,0
2,0,0,3,0,0,2,25,2018,4,31,4,0,0.0,0.0,146.21050165174105,0,0
2,0,1,3,0,0,3,7,2018,4,7,4,0,0.0,0.0,158.068197085814,0,0
2,0,1,1,0,0,0,167,2018,5,18,4,0,0.0,0.0,118.0020542154695,1,0
2,2,0,2,0,0,5,42,2018,4,24,4,0,0.0,0.0,174.17812463421612,0,0
2,1,2,3,0,0,1,155,2018,8,16,4,0,0.0,0.0,199.55742174472155,0,0
1,0,2,2,0,0,0,62,2018,2,26,3,0,0.0,0.0,73.65720997797592,0,0
1,0,0,2,2,0,0,9,2018,5,29,4,0,0.0,0.0,128.04697082587808,0,0
2,0,0,4,3,0,0,32,2018,3,2,4,0,0.0,0.0,73.09883405592275,0,0
2,0,0,2,0,0,0,70,2018,4,1,4,0,0.0,0.0,87.29771078918947,0,0
2,2,1,2,0,0,5,58,2018,3,18,4,0,0.0,0.0,164.38170139774556,0,0
2,0,2,1,0,0,0,178,2018,8,24,4,0,0.0,0.0,121.7381691964853,1,0
2,0,0,1,0,0,3,71,2018,8,18,4,0,0.0,0.0,151.7860779408858,0,0
3,0,1,1,0,0,3,36,2018,3,11,4,0,0.0,0.0,114.3,1,0
2,0,0,1,0,0,0,257,2018,9,29,4,0,0.0,0.0,105.53694044792061,0,0
2,0,0,2,1,0,0,168,2018,6,29,4,0,0.0,0.0,95.67407189599324,0,0
2,0,1,2,0,0,2,11,2017,5,30,4,0,0.0,0.0,111.99735962712737,0,0
2,0,0,3,2,0,0,171,2017,7,10,4,0,0.0,0.0,81.60703464788429,0,0
2,2,2,2,0,0,5,11,2018,9,28,4,0,0.0,0.0,202.9285101011196,0,0
2,0,1,5,0,0,3,51,2018,10,15,4,0,0.0,0.0,139.5,1,0
2,0,1,1,1,0,0,96,2017,7,11,4,0,0.0,0.0,94.5,0,0
2,0,1,4,0,0,3,205,2018,8,13,4,0,0.0,0.0,110.41470629240114,1,0
1,0,1,1,2,0,0,151,2018,7,12,4,0,0.0,0.0,103.22034428694282,0,0
2,0,1,1,3,0,0,89,2018,4,25,4,0,0.0,0.0,85.5,0,0
2,1,0,2,0,0,4,13,2018,8,15,4,0,0.0,0.0,202.55919669267135,1,0
2,0,0,3,0,0,0,183,2018,8,8,3,0,0.0,0.0,109.20217590607251,1,0
2,0,0,5,0,0,3,128,2018,10,10,4,0,0.0,0.0,133.4319729731612,0,0
2,0,1,2,0,0,0,158,2018,5,13,3,0,0.0,0.0,114.21651662038566,0,0
2,0,0,1,2,0,0,15,2018,3,5,4,0,0.0,0.0,83.7236929036877,0,0
1,0,2,3,0,0,0,1,2018,11,27,3,0,0.0,0.0,77.54512762731525,0,0
1,0,1,2,0,0,1,128,2018,9,20,4,0,0.0,0.0,97.69686692073269,0,0
2,0,1,3,3,0,0,16,2018,10,12,4,0,0.0,0.0,73.58099178178654,1,0
3,0,1,2,0,0,3,5,2018,4,6,4,0,0.0,0.0,148.1870290854785,0,0
1,0,0,1,0,0,1,179,2018,8,20,3,0,0.0,0.0,105.59304340995679,0,0
1,0,0,4,0,0,0,6,2018,9,3,2,0,0.0,0.0,130.56157096673095,0,0
2,0,0,1,0,0,2,191,2018,10,24,3,0,0.0,0.0,113.47537412933721,0,0
2,1,1,2,0,0,1,151,2018,7,19,3,0,0.0,0.0,198.66059098320156,0,0
2,0,0,4,0,0,2,92,2018,4,5,3,0,0.0,0.0,94.54289587770045,0,0
2,0,0,2,0,0,0,78,2018,11,20,4,0,0.0,0.0,93.6,0,0
2,0,0,2,0,0,0,191,2018,8,22,4,0,0.0,0.0,130.91443656196992,1,0
2,0,0,2,0,0,2,65,2018,9,15,4,0,0.0,0.0,150.49685178135223,0,0
2,0,0,0,0,0,0,6,2018,7,21,4,0,0.0,0.0,167.8188958752546,0,0
2,0,0,2,0,0,0,196,2018,10,27,4,0,0.0,0.0,96.53252973655884,0,0
2,0,0,3,0,0,0,184,2018,9,9,4,0,0.0,0.0,112.38686869814829,1,0
2,0,0,3,0,0,3,127,2018,10,11,4,0,0.0,0.0,132.3320526360073,1,0
2,0,0,1,2,0,0,250,2018,8,17,3,0,0.0,0.0,95.7998720019458,1,0
2,0,0,3,1,0,0,77,2018,3,30,4,0,0.0,0.0,81.09152363441564,0,0
2,0,1,2,0,0,1,156,2018,8,19,4,0,0.0,0.0,130.2191722689315,0,0
3,0,0,4,0,0,3,39,2018,3,21,4,0,0.0,0.0,142.22099437881127,0,0
2,0,0,2,0,0,2,86,2018,5,26,4,0,0.0,0.0,140.5110616930485,0,0
2,0,1,3,0,0,0,154,2018,7,13,3,0,0.0,0.0,111.94311528524975,0,0
2,0,0,2,3,0,0,11,2018,5,30,4,0,0.0,0.0,118.73402593534588,0,0
2,0,2,3,1,0,0,38,2018,10,17,4,0,0.0,0.0,123.67467225416523,0,0
2,0,1,3,0,0,4,8,2018,8,5,4,0,0.0,0.0,232.01911173117605,0,0
2,0,1,2,0,0,0,14,2018,3,7,4,0,0.0,0.0,137.61349117671,0,0
3,0,1,5,0,0,3,143,2018,7,9,4,0,0.0,0.0,133.68496704175837,0,0
2,0,0,3,0,0,0,322,2018,5,18,3,0,0.0,0.0,77.64592751158473,0,0
2,0,1,2,0,0,0,5,2017,7,16,2,0,0.0,0.0,73.00080535379901,0,0
3,0,2,1,0,0,3,38,2018,8,15,4,0,0.0,0.0,151.47,0,0
2,0,2,0,0,0,0,39,2018,7,2,4,0,0.0,0.0,117.86351311401205,0,0
1,0,0,3,3,0,0,43,2018,4,13,4,0,0.0,0.0,116.00092525224359,0,0
2,0,0,1,1,0,0,185,2018,7,25,4,0,0.0,0.0,95.32901881361205,1,0
2,0,2,3,0,0,1,18,2018,11,12,4,0,0.0,0.0,99.3905080563221,1,0
2,0,1,2,0,0,0,213,2018,9,1,4,0,0.0,0.0,102.90529575660493,1,0
2,0,1,1,0,0,0,7,2018,3,27,4,0,0.0,0.0,142.66132313140704,0,0
2,0,0,2,0,0,3,184,2018,10,4,4,0,0.0,0.0,122.4,0,0
3,0,2,3,0,0,3,80,2018,7,8,4,0,0.0,0.0,148.7156151655294,1,0
2,1,0,1,0,0,3,0,2018,9,8,4,0,0.0,0.0,214.1944855610075,0,0
1,0,2,1,0,0,0,1,2018,2,28,3,0,0.0,0.0,60.0,0,0
1,0,0,1,0,0,0,69,2018,6,28,4,0,0.0,0.0,112.14430424315933,0,0
2,0,2,4,0,0,4,33,2018,9,19,4,0,0.0,0.0,147.41222593393996,1,0
2,0,2,3,1,0,0,9,2017,9,14,4,0,0.0,0.0,138.20433177090797,1,0
2,0,1,2,0,0,0,36,2018,4,28,4,0,0.0,0.0,127.19824279542972,0,0
2,0,1,2,0,0,0,273,2018,5,13,3,0,0.0,0.0,95.0,0,0
2,0,0,3,2,0,0,66,2018,3,15,4,0,0.0,0.0,73.570820331691,0,0
2,0,0,2,0,0,0,56,2018,5,9,4,0,0.0,0.0,114.28836828438838,0,0
1,0,0,2,0,0,0,237,2017,8,13,4,0,0.0,0.0,80.75,0,0
2,1,0,1,0,0,0,154,2018,8,16,3,0,0.0,0.0,130.44480288287502,0,0
2,0,0,1,1,0,0,53,2018,10,5,4,0,0.0,0.0,96.18954678999935,0,0
2,0,1,3,0,0,3,158,2018,8,29,4,0,0.0,0.0,134.2984125225069,1,0
2,0,1,1,0,0,3,115,2018,9,7,4,0,0.0,0.0,149.391821004939,1,0
1,0,0,0,0,0,0,120,2017,7,20,4,0,0.0,0.0,69.123718266201,0,0
2,0,0,3,0,0,0,73,2018,5,7,4,0,0.0,0.0,127.75027597769032,0,0
1,0,0,2,3,0,0,101,2018,6,26,3,0,0.0,0.0,83.9770173398947,0,0
2,0,0,2,0,0,0,206,2018,8,4,4,0,0.0,0.0,105.11466814817481,0,0
